Ellen_Sharkey
Assassin Bug 
Nile Crocodile 
Mouse 
Grey Fox 
Eurasian Eagle Owl 
Domestic Cat 
Domestic Dog 
White Stork 
Lions 
Honey Badger 
Least Shrew 
Common Chuckwalla 
Pacific Lamprey 
Southern Grasshopper Mouse 
Gila Monster 
Shrike 
Ossifrage 
Humpback Whale 
Eastern Gorilla 
Giraffe 
Indian Rhinoceros 
Bornean Orangutan 
Hippopotamus 
Arabian Oryx 
Asian Elephant 
Stellers Sea Cow 
Saudi Gazella 
Baiji 
Caribbean Monk Seal 
Thylacine 
Aurochs 
Falkland Isnalnds Wolf 
EIld Dromedary Camel 
Nile Crocodile 
Eurasian Eagle Owl 
Domestic Cat 
Lions 
Honey Badger 
Pacific Lamprey 
Gila Monster 
Ossifrage 
Humpback Whale 
Indian Rhinoceros 
Hippopotamus 
Asian Elephant 
Stellers Sea Cow 
Baiji 
Aurochs 
EIld Dromedary Camel 
Nile Crocodile 
Lions 
Honey Badger 
Ossifrage 
Indian Rhinoceros 
Hippopotamus 
Stellers Sea Cow 
Aurochs 
Nile Crocodile 
Honey Badger 
Hippopotamus 
Aurochs 
Nile Crocodile 
Hippopotamus 
Nile Crocodile 
